RAZAO SOCIAL;Nome para Indicador
MECALOR - MECALOR SOLUÇÕES EM ENGENHARIA TÉRMICA LTDA;MECALOR SOLUÇÕES EM ENGENHARIA TÉRMICA LTDA
MECALUX - MECALUX DO BRASIL SISTEMAS DE ARMAZENAGEM LTDA.;MECALUX DO BRASIL
MEDELA BRASIL PRODUTOS MEDICOS LTDA;MEDELA BRASIL PRODUTOS MEDICOS LTDA
MEDIVAX INDUSTRIA E COMERCIO LTDA;MEDIVAX INDUSTRIA E COMERCIO LTDA
MEDLEY - MEDLEY INDUSTRIA FARMACEUTICA LTDA;MEDLEY FARMACÊUTICA LTDA
MEDLEY FARMACEUTICA LTDA;MEDLEY FARMACÊUTICA LTDA
MEDLEY FARMACÊUTICA LTDA;MEDLEY FARMACÊUTICA LTDA
MEDLEY FARMACÊUTICA LTDA - Medley Farmac¿utica Ltda.;MEDLEY FARMACÊUTICA LTDA
MEDLEY FARMACEUTICA LTDA. - SANOFI MEDLEY FARMACEUTICA LTDA;MEDLEY FARMACÊUTICA LTDA
MEDSYSTEMS - MEDSYSTEMS COMERCIO, IMPORTACAO E EXPORTACAO LTDA;MEDSYSTEMS COMERCIO, IMPORTACAO E EXPORTACAO LTDA
MEGA IMPORT & EXPORT LTDA;MEGA IMPORT & EXPORT LTDA
MEGA STEEL - MEGA STEEL IND MEC EIRELI;MEGA STEEL - MEGA STEEL IND MEC EIRELI
MEGA STEEL - MEGA STEEL INDUSTRIA MECANICA EIRELI;MEGA STEEL - MEGA STEEL IND MEC EIRELI
MEIWA INDUSTRIA E COMERCIO LTDA;MEIWA INDUSTRIA E COMERCIO LTDA
MEKRA - LANG MEKRA DO BRASIL LTDA;LANG MEKRA DO BRASIL LTDA
MEKRA - MEKRA LANG DO BRASIL LTDA.;LANG MEKRA DO BRASIL LTDA
MELAO MOSSORO - MATA FRESCA LTDA;MELAO MOSSORO - MATA FRESCA LTDA
MELCO - MELCO CNC DO BRASIL COMERCIO E SERVICOS S.A.;MELCO CNC DO BRASIL COMERCIO E SERVICOS S.A.
MELLO - MELLO COMERCIO E INDUSTRIA DE PRODUTOS OPTICOS LTDA;MELLO COMERCIO E INDUSTRIA DE PRODUTOS OPTICOS LTDA
MENDES WOOD DM LTDA;MENDES WOOD DM LTDA
MENEGA - MENEGA INDUSTRIA E COMERCIO DE MADEIRAS LTDA;MENEGA INDUSTRIA E COMERCIO DE MADEIRAS LTDA
MENEGOTTI - MENEGOTTI INDUSTRIAS METALURGICAS LTDA EM RECUPERACAO J;MENEGOTTI  EM RECUPERACAO
MENEX COMÉRCIO EXTERIOR LTDA;MENEX COMÉRCIO EXTERIOR LTDA
MENTOR GERENCIAMENTO DE SUPPLY CHAIN (BRASIL) LTDA.   ;MENTOR GERENCIAMENTO DE SUPPLY
MERCANTIL NOVA ERA - MERCANTIL NOVA ERA LTDA;MERCANTIL NOVA ERA - MERCANTIL NOVA ERA LTDA
MERCEDES BENZ - MERCEDES-BENZ DO BRASIL LTDA;MERCEDES-BENZ DO BRASIL LTDA
MERCK - MERCK S A;MERCK S/A
MERCK - MERCK S.A INDUSTRIA QUIMICAS;MERCK - MERCK S.A INDUSTRIA QUIMICAS
MERCK - MERCK S/A;MERCK S/A
MERCK S.A;MERCK S/A
MERCOCARGAS TRANSPORTES - MERCOCARGAS TRANSPORTES LTDA;MERCOCARGAS TRANSPORTES LTDA
MERIDIONAL TCS INDUSTRIA E COMERCIO DE OLEOS S/A;MERIDIONAL TCS INDUSTRIA E COMERCIO DE OLEOS S/A
MERITOR - MERITOR DO BRASIL SISTEMAS AUTOMOTIVOS LTDA.;MERITOR - MERITOR DO BRASIL SISTEMAS AUTOMOTIVOS LTDA.
MERKANTTI - LCSTECH COMERCIAL LTDA   ;MERKANTTI - LCSTECH COMERCIAL
MERKLE GROUP - MERKLE DO BRASIL EQUIPAMENTOS DE SOLDAGEM LTDA;MERKLE DO BRASIL EQUIPAMENTOS DE SOLDAGEM LTDA
MERSEN DO BRASIL LTDA;MERSEN DO BRASIL LTDA
MESAL - MESAL MAQUINAS E TECNOLOGIA LTDA;MESAL MAQUINAS E TECNOLOGIA LTDA
MESTRE MARCENEIRO COMERCIAL - MESTRE MARCENEIRO COMERCIAL LTDA;MESTRE MARCENEIRO COMERCIAL LTDA
METACHEM INDUSTRIAL E COMERCIAL;METACHEM INDUSTRIAL E COMERCIAL
METACHEM INDUSTRIAL E COMERCIAL S/A;METACHEM INDUSTRIAL E COMERCIAL
METAGAL - METAGAL IND E COM LTDA;METAGAL INDUSTRIA E COMERCIO LTDA
METAGAL - METAGAL INDUSTRIA E COMERCIO LTDA;METAGAL INDUSTRIA E COMERCIO LTDA
METAL G - METAL G - INDUSTRIAL LTDA;METAL G - INDUSTRIAL LTDA
METALDYNE - METALDYNE COMPONENTES AUTOMOTIVOS DO BRASIL LTDA;METALDYNE - METALDYNE COMPONENTES AUTOMOTIVOS DO BRASIL LTDA
METALFOX - METALFOX INDUSTRIA METALURGICA LTDA;METALFOX INDUSTRIA METALURGICA LTDA
METALMS - METALMS IND BR DE METAIS LTDA;METALMS IND BR DE METAIS LTDA
METALOGALVA BRASIL INDUSTRIAL LTDA;METALOGALVA BRASIL
METALTORK - METALTORK IND E COM DE AUTO PEÇAS LTDA;METALTORK - METALTORK IND E COM DE AUTO PEÇAS LTDA
METALTORK - METALTORK INDUSTRIA E COMERCIO DE AUTO PECAS LIMITADA;METALTORK - METALTORK IND E COM DE AUTO PEÇAS LTDA
METALTRADE INDUSTRIA E COMERCIO DE METAIS LTDA - METALTRADE IMPORTACAO E EXPORTACAO DE METAIS LTDA;METALTRADE IMPORTACAO E EXPORTACAO DE METAIS LTDA
METALÚRGICA ENVALL - NELSON DO BRASIL INDUSTRIA METALURGICA LTDA;METALÚRGICA ENVALL - NELSON DO BRASIL INDUSTRIA METALURGICA LTDA
METALÚRGICA GOLIN S/A;METALÚRGICA GOLIN S/A
METALÚRGICA GOLIN S/A - METALURGICA GOLIN SA;METALÚRGICA GOLIN S/A
METALURGICA HASSMANN SA;METALURGICA HASSMANN SA
METALURGICA RIO GRANDE - CCRG EQUIPAMENTOS INDUSTRIAIS LTDA;METALURGICA RIO GRANDE
METALURGICA SIMONAGGIO LTDA;METALURGICA SIMONAGGIO LTDA
METALURGICA WELOZE LTDA;METALURGICA WELOZE LTDA
METALURGICA WILHELM E WIND LTDA;METALURGICA WILHELM E WIND LTDA
METISA - METISA METALURGICA TIMBOENSE S/A;METISA METALURGICA TIMBOENSE S/A
METISA METALURGICA TIMBOENSE S/A;METISA METALURGICA TIMBOENSE S/A
METROVAL CONTROLE DE FLUIDOS LTDA ;METROVAL CONTROLE DE FLUIDOS LTDA 
METSO - METSO BRASIL INDUSTRIA E COMERCIO LTDA;METSO BRASIL INDUSTRIA E COMÉRCIO LTDA
METSO - METSO BRASIL INDUSTRIA E COMÉRCIO LTDA;METSO BRASIL INDUSTRIA E COMÉRCIO LTDA
MEU COPO ECO PARTICIPACOES LTDA;MEU COPO ECO PARTICIPACOES LTDA
MEX TRADE - MEX TRADE IMPORTADORA E EXPORTADORA EIRELI;MEX TRADE IMPORTADORA E EXPORTADORA EIRELI
MEXICHEM - MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTD;MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA 
MG BRASIL - MG BR PARTICIPACOES E EMPREENDIMENTOS LTDA;MG BR PARTICIPACOES E EMPREENDIMENTOS LTDA
MG PNEUS - MG INDUSTRIA COMERCIO SA;MG INDUSTRIA COMERCIO SA
MG2 MÁRMORES E GRANITOS - MG2 MARMORES E GRANITOS LTDA;MG2 MÁRMORES E GRANITOS LTDA
MG2 MÁRMORES E GRANITOS - MG2 MÁRMORES E GRANITOS LTDA;MG2 MÁRMORES E GRANITOS LTDA
MGA - INDUSTRIA MOVELEIRA LTDA;MGA - INDUSTRIA MOVELEIRA LTDA
MICAPEL - MICAPEL-MINERACAO CAPAO DAS PEDRAS LTDA;MICAPEL-MINERACAO CAPAO DAS PEDRAS LTDA
MICHEL THIERRY - MICHEL THIERRY DO BRASIL INDUSTRIA TEXTIL LTDA;MICHEL THIERRY DO BRASIL INDUSTRIA TEXTIL LTDA
MICHELANGELO MARMORES DO BRASIL - ACO MINERACAO LIMITADA;MICHELANGELO MARMORES DO BRASIL - ACO MINERACAO LIMITADA
MICHELIN - SOCIEDADE MICHELIN DE PARTICIPACOES INDUST E COMERCIO L;MICHELIN - SOCIEDADE MICHELIN PART. IND. COM. LTDA
MICHELIN - SOCIEDADE MICHELIN PART. IND. COM. LTDA;MICHELIN - SOCIEDADE MICHELIN PART. IND. COM. LTDA
MICRO METAL INDUSTRIA E COMERCIO LTDA;MICRO METAL INDUSTRIA E COMERCIO LTDA
MICROINOX - FUND DE P E USINAGEM LTDA. - MICROINOX - FUNDICAO DE PRECISAO E USINAGEM LTDA.;MICROINOX - FUNDICAO DE PRECISAO E USINAGEM LTDA.
MICROMAZZA - MICROMAZZA PMP LTDA;MICROMAZZA PMP LTDA
MID-AMERICA OVERSEAS DO BRASIL LOGISTICA LTDA - MID-AMERICA;MID-AMERICA OVERSEAS DO BRASIL LOGISTICA LTDA - MID-AMERICA
MIDLAND - MIDLAND QUIMICA DO BRASIL LTDA;MIDLAND - MIDLAND QUIMICA DO BRASIL LTDA
MIDORI - MIDORI ATLANTICA BRASIL INDUSTRIAL LTDA.;MIDORI ATLANTICA BRASIL INDUSTRIAL LTDA.
MIDORI AUTO LEATHER BRASIL LTDA.;MIDORI ATLANTICA BRASIL INDUSTRIAL LTDA.
MIL MADEIRAS - MIL MADEIRAS PRECIOSAS LTDA.;MIL MADEIRAS
MILHAO ALIMENTOS  - MIX INDUSTRIA E COMERCIO DE CEREAIS LTDA ;MIX INDUSTRIA E COMERCIO DE CEREAIS LTDA
MILI S/A;MILI S/A
MILLAR IMPORTAÇÃO E EXPORTAÇÃO LTDA;MILLAR IMPORTAÇÃO E EXPORTAÇÃO LTDA
MIMPEX IMPORTACAO E EXPORTACAO LTDA   ;MIMPEX IMPORTACAO E EXPORTACAO
MINA SERRA DO SOSSEGO - VALE S.A;MINA SERRA DO SOSSEGO - VALE S.A
MINASLIGAS - COMPANHIA FERROLIGAS MINAS GERAIS;COMPANHIA FERROLIGAS MINAS GERAIS
MINERACAO  - MINERACAO CORCOVADO DE MINAS LTDA;MINERACAO CORCOVADO DE MINAS
MINERAÇÃO BORCHARDT LTDA - EPP;MINERAÇÃO BORCHARDT
MINERACAO CORCOVADO - MINERACAO CORCOVADO DE MINAS LTDA;MINERACAO CORCOVADO DE MINAS
MINERACAO CORCOVADO DE MINAS - MINERACAO CORCOVADO DE MINAS LTDA;MINERACAO CORCOVADO DE MINAS
MINERAÇÃO CORCOVADO DE MINAS LTDA;MINERACAO CORCOVADO DE MINAS
MINERAÇÃO CURIMBABA LTDA - MINERACAO CURIMBABA LTDA;GRANALES MINERAÇÃO E INDÚSTRIA LTDA - ME
MINERACAO DARDANELOS  - MINERACAO DARDANELOS LTDA.   ;MINERACAO DARDANELOS LTDA.
MINERACAO TRIUNFO LTDA   ;MINERACAO TRIUNFO
MINÉRIO COM. IND. DE PEÇAS P/TRATORES LTDA.;MINÉRIO COM. IND. DE PEÇAS P/TRATORES LTDA.
MINERVA DAWN FARMS - MINERVA DAWN FARMS INDUSTRIA E COMERCIO DE PROTEINAS S/;MINERVA DAWN FARMS INDUSTRIA E COMERCIO DE PROTEINAS S/
MINETE PEDRAS ORNAMENTAIS LTDA;MINETE PEDRAS ORNAMENTAIS LTDA
MINISTÉRIO DA CIÊNCIA E TECNOLOGIA - MCT;MINISTÉRIO DA CIÊNCIA E TECNOLOGIA - MCT
MINISTÉRIO DA DEFESA-EXÉRCITO BRASILEIRO BASE DE APOIO LOGÍSTICO DO EXÉRCITO/DIEM;MINISTÉRIO DA DEFESA-EXÉRCITO BRASILEIRO BASE DE APOIO LOGÍSTICO DO EXÉRCITO/DIEM
MINISTÉRIO DA DEFESA-EXÉRCITO BRASILEIRO BASE DE APOIO LOGÍSTICO DO EXÉRCITO/DIEM - COMANDO DO EXERCITO;MINISTÉRIO DA DEFESA
MINISTÉRIO DA SAÚDE;MINISTÉRIO DA SAÚDE
MINISTÉRIO DA SAÚDE - MINISTERIO DA SAUDE;MINISTÉRIO DA SAÚDE
MIPEL COMERCIO E INDUSTRIA DE PECAS TECNICAS LTDA;MIPEL COMERCIO E INDUSTRIA DE PECAS TECNICAS LTDA
MIRACEMA - MIRACEMA NUODEX INDUSTRIA QUIMICA LTDA;MIRACEMA NUODEX INDUSTRIA QUIMICA LTDA
MIRVI BRASIL - MIRVI BRASIL LTDA.;MIRVI BRASIL
MISSNER - ACEARIA FREDERICO MISSNER SOCIEDADE ANONIMA;ACEARIA FREDERICO MISSNER SOCIEDADE ANONIMA
MISTRAL IMPORTADORA LTDA ;MISTRAL IMPORTADORA LTDA 
MIX INDUSTRIA COMERCIO DE CEREAIS LTDA;MIX INDUSTRIA COMERCIO DE CEREAIS LTDA
MIX INDUSTRIA COMERCIO DE CEREAIS LTDA - MIX INDUSTRIA E COMERCIO DE CEREAIS LTDA;MIX INDUSTRIA COMERCIO DE CEREAIS LTDA
MIX NUTRI - DR INDÚSTRIA E COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO DE ALIMENTOS LTDA;MIX NUTRI - DR INDÚSTRIA E COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO DE ALIMENTOS LTDA
MM2 MARMORES E GRANITOS LTDA;MM2 MARMORES E GRANITOS LTDA
MMTECH - MMTECH PROJETOS TECNOLOGICOS IMP E EXP LTDA.;MMTECH PROJETOS TECNOLOGICOS IMP E EXP LTDA.
MOBIUS LIFE SCIENCE ;MOBIUS LIFE SCIENCE
MOBIUS LIFE SCIENCE - MOBIUS LIFE SCIENCE INDUSTRIA E COMERCIO DE PRODUTOS;MOBIUS LIFE SCIENCE
MOCDROL - MOCDROL HIDRAULICA LTDA;MOCDROL HIDRAULICA LTDA
MODERN LOGISTICS - MODERN TRANSPORTE AEREO DE CARGA S/A;MODERN TRANSPORTE AEREO DE CARGA S/A
MODERN TRANSPORTE AEREO DE CARGA S.A;MODERN TRANSPORTE AEREO DE CARGA S/A
MODINE DO BRASIL SISTEMAS TERMICOS LTDA.  ;MODINE DO BRASIL
MOFLEX - VAFESPUMA INDUSTRIA E COMERCIO DE COLCHOES LTDA EPP;MOFLEX - VAFESPUMA INDUSTRIA E COMERCIO DE COLCHOES LTDA EPP
MOGIANA ALIMENTOS - MOGIANA ALIMENTOS LTDA;MOGIANA ALIMENTOS LTDA
MOGIANA ALIMENTOS - MOGIANA ALIMENTOS S/A;MOGIANA ALIMENTOS LTDA
MOHAWK REVESTIMENTOS CERÂMICOS LTDA;MOHAWK REVESTIMENTOS CERÂMICOS LTDA
MOLDMIX - MOLDMIX INDUSTRIA COMERCIO LTDA;MOLDMIX INDUSTRIA COMERCIO LTDA
MONDAX COMÉRCIO INTERNACIONAL LTDA;MONDAX COMÉRCIO INTERNACIONAL LTDA
MONIN BRASIL INDUSTRIA, COMERCIO E CONSULTORIA EMPRESARIAL LTDA.;MONIN BRASIL INDUSTRIA, COMERCIO E CONSULTORIA EMPRESARIAL LTDA.
MONTANA COLORS DO BRASIL LTDA;MONTANA COLORS DO BRASIL LTDA
MONTE SERRAT MINERAÇÃO LTDA - IMETAME MONTE SERRAT MINERACAO LTDA;MONTE SERRAT MINERAÇÃO LTDA
MONTE SIAO MINERAÇÃO EIRELI;MONTE SIAO MINERAÇÃO EIRELI
MONTREALE GRANITOS E MARMORES LTDA EPP;MONTREALE GRANITOS
MOOG - MOOG DO BRASIL CONTROLES LTDA;MOOG DO BRASIL CONTROLE LTDA
MOOG DO BRASIL CONTROLE LTDA;MOOG DO BRASIL CONTROLE LTDA
MORGANITE BRASIL - MORGANITE BRASIL LTDA.;MORGANITE BRASIL LTDA.
MORPHO - MORPHO DO BRASIL S/A;MORPHO DO BRASIL S/A
MOSARTE - MOSARTE INDUSTRIA E COMERCIO DE MOSAICOS LTDA;MOSARTE INDUSTRIA E COMERCIO DE MOSAICOS LTDA
MOTO HONDA  - MOTO HONDA DA AMAZONIA LTDA ;HONDA AUTOMOVEIS DO BRASIL LTDA
MOTO HONDA - MOTO HONDA DA AMAZONIA LTDA;HONDA AUTOMOVEIS DO BRASIL LTDA
MOTO HONDA DA AMAZONLIA LTDA;HONDA AUTOMOVEIS DO BRASIL LTDA
MOTOR SYSTEM  - MOTOR SYSTEM AUTOM COM IMPOR E EXPOR LTDA;MOTOR SYSTEM AUTOM COM IMPOR E EXPOR LTDA
MOUI CONFECCOES - MOUI CONFECCOES LTDA;MOUI CONFECCOES LTDA
MOVA IMPEX - MOVA IMPEX IMPORTACAO E EXPORTACAO LTDA;MOVA IMPEX IMPORTACAO E EXPORTACAO LTDA
MOVECTA S.A.;MOVECTA S.A.
MOVEIS RODIAL LTDA ;MOVEIS RODIAL LTDA 
MOVEIS RUDNICK S A    - MOVEIS RUDNICK S/A - ARTICO SECAGEM E DEPOSIT;MOVEIS RUDNICK S A
MOXBA  - MOXBA METALURGICA DO BRASIL;MOXBA METALURGICA DO BRASIL
MR PEDRAS ORNAMENTAIS LTDA;MR PEDRAS ORNAMENTAIS
MRX2 - COMERCIO DE MATERIAIS ESPORTIVOS EIRELI;MRX2 - COMERCIO DE MATERIAIS ESPORTIVOS
MSC MEDITERRANEAN - MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA
MSC MEDITERRANEAN - MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA  ;MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA  
MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA;MSC MEDITERRANEAN SHIPPING DO BRASIL LTDA
MSD SAUDE ANIMAL - MERCK SHARP & DOHME SAUDE ANIMAL LTDA;MSD SAUDE ANIMAL - MERCK SHARP & DOHME SAUDE ANIMAL LTDA
MSL DO BRASIL AGENCIAMENTO TRANSP LTDA - MSL DO BRASIL AGENCIAMENTOS E TRANSPORTES LTDA;MSL DO BRASIL AGENCIAMENTO TRANSP. LTDA
MSL DO BRASIL AGENCIAMENTO TRANSP. LTDA;MSL DO BRASIL AGENCIAMENTO TRANSP. LTDA
MSM COMERCIO, IMPORTACAO E EXPORTACAO LTDA;MSM COMERCIO, IMPORTACAO E EXPORTACAO LTDA
MSN TRANSPORTE RODOVIARIO E LOGISTICA LTDA;MSN TRANSPORTE RODOVIARIO E LOGISTICA LTDA
MUBEA - MUBEA DO BRASIL LTDA;MUBEA DO BRASIL LTDA
MULTIBAGNO C D M P C LTDA - EPP;MULTIBAGNO C D M P C LTDA - EPP
MULTICARGO  CONTAINER SERVICE LTDA - SOUL CARGO LOGISTICA LTDA;SOUL CARGO LOGISTICA LTDA
MULTICEL PIGMENTOS - MULTICEL PIGMENTOS INDÚSTRIA E COMÉRCIO LTDA;MULTICEL PIGMENTOS INDÚSTRIA E COMÉRCIO LTDA
MULTICEL PIGMENTOS - MULTICEL PIGMENTOS INDUSTRIA E COMERCIO LTDA.;MULTICEL PIGMENTOS INDUSTRIA E COMERCIO LTDA.
MULTICEL PIGMENTOS INDUSTRIA E COMERCIO LTDA.;MULTICEL PIGMENTOS INDUSTRIA E COMERCIO LTDA.
MULTILOG - MULTILOG SUL ARMAZENS GERAIS LTDA;MULTILOG SUL ARMAZENS GERAIS LTDA
MULTILOG BRASIL  - MULTILOG BRASIL S.A;MULTILOG SUL ARMAZENS GERAIS LTDA
MULTILOG BRASIL  - MULTILOG BRASIL S.A.;MULTILOG BRASIL S.A.
MULTIMOVEIS - MULTIMOVEIS INDUSTRIA DE MOVEIS LTDA;MULTIMOVEIS - MULTIMOVEIS INDUSTRIA DE MOVEIS LTDA
MULTITECNICA INDUSTRIAL AS;MULTITECNICA INDUSTRIAL AS
MULTITRANS - MULTITRANS LOGISTICS DO BRASIL ;MULTITRANS LOGISTICS DO BRASIL 
MULTIVAC - MULTIVAC DO BRASIL SISTEMAS PARA EMBALAGEM  EIRELI;MULTIVAC DO BRASIL 
MULTIVAC - MULTIVAC DO BRASIL SISTEMAS PARA EMBALAGENS LTDA;MULTIVAC DO BRASIL 
MUNDIAL CARGO LOGISTICA EM TRANSPORTE LTDA  ;MUNDIAL CARGO LOGISTICA EM TRANSPORTE LTDA  
MUNDIAL DISTRIBUIDORA DE PRODUTOS DE CONSUMO LTDA;MUNDIAL S.A. - PRODUTOS DE CONSUMO
MUNDIAL S.A. - PRODUTOS DE CONSUMO;MUNDIAL S.A. - PRODUTOS DE CONSUMO
MUNDIALTRACTOR - MUNDIALTRACTOR COMERCIO IMPORTACAO E EXPORTACAO LTDA;MUNDIALTRACTOR COMERCIO IMPORTACAO E EXPORTACAO LTDA
MUNTERS BRASIL INDUSTRIA E COMERCIO LTDA;MUNTERS BRASIL INDUSTRIA E COMERCIO LTDA
MURRELEKTRONIK DO BRASIL IND. E COM. LTDA - MURR;MURRELEKTRONIK DO BRASIL IND. E COM. LTDA - MURR
MUSASHI DO BRASIL LTDA  ;MUSASHI DO BRASIL LTDA  
MUSIMED  - MUSIMED EDICOES MUSICAIS IMPORTACAO E EXPORTACAO LTDA;MUSIMED EDICOES MUSICAIS IMPORTACAO E EXPORTACAO LTDA
MUSIMED EDICOES MUSI IMPOR E EXPOR LTDA - EPP - MUSIMED EDICOES MUSICAIS IMPORTACAO E EXPORTACAO LTDA - EPP;MUSIMED EDICOES MUSICAIS IMPORTACAO E EXPORTACAO LTDA
MWM - MWM INTERNATIONAL INDUSTRIA DE MOTORES DA AMERICA DO SUL LTDA;MWM - MWM INTERNATIONAL INDUSTRIA DE MOTORES DA AMERICA DO SUL LTDA
MWM - TUPY DO BRASIL LTDA;MWM - TUPY DO BRASIL LTDA
MYERS - MYERS DO BRASIL EMBALAGENS PLASTICAS LTDA;MYERS - MYERS DO BRASIL EMBALAGENS PLASTICAS LTDA
MYLAN LABORATORIOS LTDA.;MYLAN LABORATORIOS LTDA
N C BRASIL LTDA;N C BRASIL LTDA
N.S.K. - NSK BRASIL LTDA;N.S.K. - NSK DO BRASIL LTDA
N.S.K. - NSK DO BRASIL LTDA;N.S.K. - NSK DO BRASIL LTDA
NACH BRASIL PRODUTOS DIAGNOSTICOS LTDA - NACH BRASIL;NACH BRASIL PRODUTOS DIAGNOSTICOS LTDA - NACH BRASIL
NACIONAL DE GRAFITE - NACIONAL DE GRAFITE LTDA;NACIONAL DE GRAFITE LTDA
NACIONAL DE GRAFITE LTDA;NACIONAL DE GRAFITE LTDA
NADIR FIGUEIREDO - NADIR FIGUEIREDO INDUSTRIA E COMERCIO S/A;NADIR FIGUEIREDO IND. E COM. S.A
NADIR FIGUEIREDO IND. E COM. S.A;NADIR FIGUEIREDO IND. E COM. S.A
NAL DO BRASIL IND E COM DE COMPONENTES DE ILUMINACAO LTDA.;NAL DO BRASIL IND E COM DE COMPONENTES DE ILUMINACAO LTDA.
NANCY MEIRE TOLARDO MOOSER;NANCY MEIRE TOLARDO MOOSER
NAST COMERCIO - NAST COMERCIO E MANUTENCAO DE MAQ E EQUIP LTDA - ME;NAST COMERCIO E MANUTENCAO DE MAQ E EQUIP LTDA - ME
NATHALIA RIBEIRO DAMASCENO;NATHALIA RIBEIRO DAMASCENO
NATURALE GRANITOS E MARMORES LTDA;NATURALE GRANITOS E MARMORES
NAVISYSTEM - NAVISYSTEM IMPORTAÇÃO LTDA;NAVISYSTEM IMPORTAÇÃO LTDA
NCH - NCH BRASIL LTDA;NCH - NCH BRASIL LTDA
NCX CARGO - NCX CARGO TRANSPORTES INTERNACIONAIS LTDA;NCX CARGO TRANSPORTES INTERNACIONAIS LTDA
NEC - NEC LATIN AMERICA S.A.;NEC LATIN AMERICA S.A.
NELSON BATISTA CARRIEIRO;NELSON BATISTA CARRIEIRO
NEO QUIMICA    - BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.   ;NEO QUIMICA
NEO QUIMICA - BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.;NEO QUIMICA
NEOMEX - NEOMEX HOSPITALAR LTDA;NEOMEX HOSPITALAR LTDA
NEOPLAS FLEX INDÚSTRIA DE PLÁSTICO LTDA;NEOPLAS FLEX INDÚSTRIA DE PLÁSTICO LTDA
NEOTRADE QUIMICA LTDA;NEOTRADE QUIMICA LTDA
NESTLÉ - NESTLE BRASIL LTDA;NESTLE BRASIL LTDA
NESTLÉ - NESTLE BRASIL LTDA.;NESTLE BRASIL LTDA
NESTLE BRASIL LTDA;NESTLE BRASIL LTDA
NESTLE BRASIL LTDA - NESTLE BRASIL LTDA.;NESTLE BRASIL LTDA
NESTLE BRASIL LTDA.;NESTLE BRASIL LTDA
NESTLE BRASIL LTDA.;NESTLE BRASIL LTDA.
NESTLE NORDESTE ALIMENTOS E BEBIDAS LTDA;NESTLE BRASIL LTDA
NESTLE NORDESTE ALIMENTOS E BEBIDAS LTDA - NESTLE NORDESTE ALIMENTOS E BEBIDAS LTDA.;NESTLE BRASIL LTDA
NETZSCH - NETZSCH DO BRASIL IND E COM LTDA;NETZSCH - NETZSCH DO BRASIL IND E COM LTDA
NETZSCH - NETZSCH DO BRASIL INDUSTRIA E COMERCIO LTDA;NETZSCH - NETZSCH DO BRASIL IND E COM LTDA
NEUGART - NEUGART DO BRASIL EQUIP IND LTDA;NEUGART DO BRASIL EQUIP IND LTDA
NEW BRASIL ARTIGOS ESPORTIVOS LTDA;NEW BRASIL ARTIGOS ESPORTIVOS LTDA
NEW MAX  - NEW MAX INDUSTRIAL LTDA;NEW MAX
NEW PARTNER - NEW PARTNER C IMP E EXP LTDA;NEW PARTNER C IMP E EXP LTDA
NEW SAFRA - NEW SAFRA IMPORTADORA E DISTRIBUIDORA LTDA;NEW SAFRA IMPORTADORA E DISTRIBUIDORA LTDA
NEW SMART LOGISTICS TRANSPORTE INTERNACINAL LTDA;NEW SMART LOGISTICS TRANSPORTE INTERNACINAL LTDA
NEWPARK - NEWPARK D F DO B T DE F LTDA;NEWPARK D F DO B T DE F LTDA
NEXA PARACATU - NEXA RECURSOS MINERAIS S.A.  ;NEXA RECURSOS MINERAIS S.A.   
NEXA RECURSOS MINERAIS S.A.   ;NEXA RECURSOS MINERAIS S.A.   
NEXA RESOURCES - NEXA RECURSOS MINERAIS S.A.;NEXA RECURSOS MINERAIS S.A.   
NEXANS BRASIL AS;NEXANS BRASIL
NEXIRA - NEXIRA BRASIL COMERCIAL LTDA.;NEXIRA BRASIL COMERCIAL LTDA.
NEXT - NEXT NEGOCIO EXTERIOR LTDA;NEXT NEGOCIO EXTERIOR LTDA
NEXUS DO BRASIL - NEXUS DO BRASIL AGENCIAMENTO DE CARGAS LTDA;NEXUS DO BRASIL - NEXUS DO BRASIL AGENCIAMENTO DE CARGAS LTDA
NGT TOP TOOLS - NGT TOP TOOLS INDUSTRIAL LTDA;NGT TOP TOOLS INDUSTRIAL LTDA
NIDEC GLOBAL APPLIANCE BRASIL LTDA;WHIRLPOOL S.A. - EMBRACO COMPRESSORS
NIEHOFF HERBORN MAQUINAS LTDA   ;NIEHOFF HERBORN MAQUINAS
NIKKEY - NIKKEY CONTROLE DE PRAGAS E SERVICOS TECNICOS LTDA;NIKKEY CONTROLE DE PRAGAS E SERVICOS TECNICOS LTDA
NILE - MADEIRAS NILE LTDA;MADEIRAS NILE LTDA
NILPE - NILPEL INDUSTRIA E COMERCIO DE PAPEIS LTDA;NILPE - NILPEL INDUSTRIA E COMERCIO DE PAPEIS LTDA
